name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Creedmoor Psychiatric Center,Wavecrest Adult Home On Site Clinic,242 Beach 20th Street,,Far Rockaway,11691,718-471-6018,,40.596634,-73.753899,,1,1,1,,1,,,,,,,1,1,1,,,,
Blanton Peale Counseling Center,Blanton Peale Institute,7-9 West 30th Street,,New York,10001,212-725-7850,http://blantonpeale.org,40.746473,-73.987097,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
New York Presbyterian Hospital,School Based Clinic PS 173,306 4th Washington Avenue,Room 364,New York,10033,212-927-7850,http://www.nyp.org,40.84562,-73.939738,,1,1,1,,1,1,,,,,1,1,,,1,1,,
Jewish Board of Family/Childrens Servs,Manhattan Day Treatment Center,610 East 12th Street,,New York,10009,212-375-0163,http://jbfcs.org,40.727726,-73.978382,,1,,1,,,,,,,,1,,,,,,,
Catholic Charities Neighborhood Servs,Rockaway Mental Health Services,1847 Mott Avenue,,Far Rockaway,11691,718-337-6800,,40.603255,-73.751432,,1,1,1,,1,,,,,,1,1,1,1,1,,,
South Beach Psychiatric Center,Fort Hamilton Outpatient Clinic,8710 5th Avenue,,Brooklyn,11209,718-680-0006,,40.620662,-74.027132,,1,1,1,,1,,,,,,,1,1,1,,,,
Saint Vincents Services Inc,Outpatient Chemical Dependency Program,8931 161st Street,4th Floor,Jamaica,11432,(718) 206-0218,http://svs.org,40.7056,-73.799147,1,,,1,,,,,,,1,1,,1,,,,,
El Regreso Foundation Inc,Chemical Dependency Intensive Res,189-191 South 2nd Street,,Brooklyn,11211,718-534-6886,,40.712625,-73.959927,1,,,1,,,,1,,1,,,1,1,,1,1,,1
Success Counseling Servs,CD Outpt Servs,1015-1017 Ogden Avenue,,Bronx,10452,(718) 538-6112,http://www.success-counseling.com,40.833461,-73.929307,1,,,1,,1,,,,,,1,1,1,,1,,,
Lower Eastside Service Center,DRS/Drug Abuse Outpatient Clinic,46 East Broadway,6th Floor,New York,10002,212-343-3520,http://www.lesc.org,40.713712,-73.995796,1,,,1,,,,,,,,,1,1,,,,,
Pheonix House,Long Island City Residental,34-11 Vernon Boulevard,,Astoria,11106,718-726-8484x3553,,40.764994,-73.940476,1,,,1,,1,,,,,,,1,1,,,,,1
Samaritan Village Inc,MTA/Residential,13020 89th Road,,Richmond Hill,11418,718-441-8913,http://www.samaritanvillage.org,40.699497,-73.820313,1,,1,1,,1,1,1,,1,1,,1,1,,1,1,,1
Long Island Consultation Center Inc,Chemical Dependency Clinic,97-29 64th Road,,Rego Park,11374,718-896-3400-38,http://www.longislandconsultationcenter.com,40.729636,-73.858414,,1,1,1,,1,,,,,,,,1,,1,,,
Saint Barnabas Hospital,Department of Psychiatry,4422 3rd Avenue,,Bronx,10457,718-960-9000,,40.85253,-73.89149,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Park Slope Ctr for Mental Health Inc,,348 13th Street,Suite 203,Brooklyn,11215,718-788-2461,http://www.parkslopecenter.org,40.665074,-73.9853,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Advanced Human Services Inc,Chemical Dependency Outpatient Program,11215 72nd Road,Basement,Forest Hills,11375,718-261-3437,http://www.advancedhumanservices.com,40.716105,-73.843092,1,,1,1,,1,,1,,1,1,,1,1,,1,1,,
Lexington Center for,Mental Health Services Inc,26-26 75th Street,,East Elmhurst,11370,718-350-3143,http://www.lexnyc.org,40.761463,-73.893538,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Richmond Medical Ctr DBA Richmond UMC,Bayley Seton Saint George Clinic,75 Vanderbilt Avenue,Building 1,Staten Island,10304,718-818-5118,http://rumcsi.org,40.622576,-74.075613,,,,1,,1,,,,,,,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,MICA Network for Orthodox Teens,2020 Coney Island Avenue,,Brooklyn,11223,718-676-4280,http://jbfcs.org,40.608036,-73.962354,,,1,1,,1,1,,,1,,1,1,,,1,1,,
Mount Sinai Medical Center,Child Adolescent and Family Services,1 Gustave L Levy Place,Box 1228,New York,10029,212-241-7175,,40.790058,-73.95386,,1,,1,,,,,,,,1,,,,1,,,
NY Psychotherapy Counseling,Sanford Home for Adults Clinic,140-40 Sanford A Street,,Flushing,11355,718-939-7160,http://www.nypcc.org,40.757298,-73.825586,,1,,1,,,,,,,,,1,1,1,,,,
Fortune Society Inc,,29-76 Northern Boulevard,,Long Island City,11101,212-691-7554,http://www.fortunesociety.org,40.750423,-73.935093,,,1,1,,1,,,,,,1,,1,,1,,,
Samaritan Village Inc,Drug Free Outpatient,14410 Jamaica Avenue,,Jamaica,11435,718-206-1990,http://www.samaritanvillage.org,40.707693,-73.787273,1,,,1,,,,,,,1,,1,1,,,,,
Womens Center for SA and Wellness OP,,391 East 149th Street,6th Floor,Bronx,10455,718-402-0066,http://www.winnyc.org,40.816455,-73.918058,1,,1,1,,,,,,,1,,1,1,,,,,
Saint Vincents Services OP 1,,56 Bay Street,1st Floor,Staten Island,10301,718-206-0218,http://www.svs.org,40.640693,-74.076035,1,,,1,,,1,1,1,1,1,1,1,1,,,1,,
Dynamic Youth Community Inc,Outpatient,1830 Coney Island Avenue,,Brooklyn,11230,718-376-7923,http://www.dycinc.org,40.612794,-73.963239,1,,,1,,1,,,,,,1,,1,,,,,
SAFE Foundation OP,,255 Avenue W,,Brooklyn,11223,866-569-7233-315,http://www.thesafefoundation.org,40.592559,-73.973576,1,,,1,,1,,,,,1,1,,1,,,,,
Long Island Jewish Medical Center,Chemical Dependency Outpatient,1600 Central Avenue,,Far Rockaway,11691,718-868-1400-12331,http://www.healthyrockaway.org,40.605184,-73.752232,1,,1,1,,1,,,,,,1,,1,,1,,,
TRI Center Inc,Chemical Dependency Trt/New York,1369 Broadway,2nd Floor,New York,10018,(212) 268-8830,http://www.tricenter.com,40.7520504753143,-73.9875255803537,1,,,1,,1,1,,1,1,1,,1,1,,,,,
Bedford/Stuyvesant Alc Trt Center,Outpatient Rehab,722 Myrtle Avenue,2nd Floor,Brooklyn,11205,(718) 636-4200,,40.6948066598804,-73.9543035402308,1,,1,1,,,,,,,,,1,1,,1,,,
Third Horizon Clinic OTP,,2193-95 3rd Avenue,1st Floor,New York,10035,718-348-5650,http://www.startny.org,40.800106,-73.938042,,,,1,,,,,,,1,,1,1,,,,,
Albert Einstein College of Medicine,Div of SA/Next Steps CD Servs South,260 East 161st Street,Level B,Bronx,10451,718-993-3397,http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/,40.825606,-73.91897,1,,,1,,1,,,,,,,1,1,,1,,,
South Beach Addiction Treatment Center,Addiction Inpatient Rehab Program,777 Seaview Avenue,South Beach Psychiatric Ctr Building 3,Staten Island,10305,718-667-5202,http://www.oasas.ny.gov,40.582822,-74.078663,1,,1,1,,1,,,,,,,1,1,,1,,,1
Parallax Center Inc,Ambulatory Detox and Continuing Care,145 East 32nd Street,6th Floor,New York,10016,212-779-9207,http://www.parallaxcenter.com,40.7449846446179,-73.9804221836169,1,,,1,,1,1,1,,1,1,,1,1,,1,1,,
Ohel Childrens Home Family Servs Inc,Ohel Tikvah Clinic,2925 Kings Highway,Suite A,Brooklyn,11229,718-382-0045,http://ohelfamily.org,40.616254,-73.945283,,1,1,1,,1,,,,,,1,1,1,1,,,,
Guidance Center of,Brooklyn Heights,25 Chapel Street,Suite 903,Brooklyn,11201,718-875-7510x28002,http://www.ICL.org,40.697333,-73.986052,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Harlem Hospital Center,Behavioral Health,506 Lenox Avenue,,New York,10037,212-939-1000,,40.814764,-73.940296,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,1,
Richmond University Medical Center,Behavioral Health,355 Bard Avenue,,Staten Island,10310,718-818-1351,http://www.rumcsi.org,40.635877,-74.105557,,,1,1,,1,,,,1,,1,1,1,1,,,1,
Bronx/Lebanon Hospital Center,Adolescent Day Treatment,406 East 176th Street,,Bronx,10457,718-901-6888,http://www.bronxcare.org/,40.846532,-73.901104,,1,,1,,1,1,,,1,,1,,,,1,,,
PSCH Inc,Westchester Square Mental Hlth Clinic,2510 Westchester Avenue,2nd Floor,Bronx,10461,718-824-2790,http://www.psch.org,40.839247,-73.843407,,1,1,1,,,,,,,,1,1,1,1,1,,,
Bronx Psychiatric Center,Inpatient Servs/White Plains OP Clinic,1500 Waters Place,,Bronx,10461,718-862-3300,,40.847502,-73.84168,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Jewish Board of Family/Childrens Servs,West Side School Day Treatment,317 West 52nd Street,,New York,10019,212-757-1207,http://jbfcs.org,40.763893,-73.9858,,1,,1,,,1,,,,,1,,,,,,,
Jewish Board of Family/Childrens Servs,Brooklyn REAL PROS,2020 Coney Island Avenue,,Brooklyn,11223,718-676-4260,http://www.jbfcs.org/programs.php?id=329,40.608036,-73.962354,,1,,1,,,,,,,,,1,1,1,,,,
Bridge Inc,Bronx ACT II Program,866 East 165th Street,Lower Level,Bronx,10459,718-542-8080,http://www.thebridgeny.org,40.823863,-73.898967,,,,1,,,1,1,,1,,,1,1,1,,1,,
Addicts Rehabilitation Center Fund Inc,Addicts Residential Rehabilitation IR1,2015-25 Madison Avenue,,New York,10035,212-427-6960x18,http://www.arcfoundationinc.org,40.807724,-73.938813,1,,,1,,1,,,,1,,,1,1,,,,,1
Interfaith Medical Center,Substance Abuse Rehabilitation,1545 Atlantic Avenue,,Brooklyn,11213,718-613-4330,http://www.interfaithmedical.com,40.678221,-73.937553,1,,1,1,,1,,,,,,,1,1,,,,1,
Saint Barnabas Hospital,Chemical Dependency MMD,183rd Street and 3rd Avenue,,Bronx,10457,(718) 960-6170,http://www.stbarnabashospital.org/,40.824385,-73.810236,,,1,1,,1,,,,,1,,1,1,,,,1,
AREBA Casriel Inc,Medically Supervised Withdrawal,500 West 57th Street,2nd - 5th Floors,New York,10019,212-293-3000,http://www.acirehab.org,40.768973,-73.988976,1,,1,1,,1,,,,,,,1,1,,1,,,1
SUS Mental Health Programs Inc,SUS SH/Members Club Kings Comm Serv,305 7th Avenue,Floor 10,New York,10001,212-633-6900,http://sus.org,40.746733,-73.993419,,,1,1,,1,,1,,,,,1,1,1,1,1,,1
Woodhull Medical Center,Div of Chemical Dep/Dept of Psych,760 Broadway,Room 9-B 211,Brooklyn,11206,718-963-5910,http://www.hhc.com,40.699474,-73.942794,1,,1,1,,1,,,,,,,1,1,,1,,,
Staten Island YMCA Cnsling Service OP,,3911 Richmond Avenue,,Staten Island,10312,718-948-3232,http://www.ymcanyc.org/counseling,40.543054,-74.163765,1,,1,1,,1,,,,,,1,1,1,,1,,,
Stuyvesant Square Chem Dep Trt Prog IP,,Berstein Pavilion,10 Nathan D Perlman Place 3rd Floor,New York,10003,212-420-4220,http://www.wehealny.org/services/bi_stuysq/,40.732254,-73.987411,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,
Puerto Rican Family Institute Inc,Brooklyn Mental Health Clinic,28 Debevoise Street,5th Floor,Brooklyn,11206,718-963-4430,http://www.prfi.org,40.701636,-73.941631,,1,1,1,,1,,,,,,1,1,1,1,,,,
Staten Island University Hospital,(SIUH) North Site Outpatient MH Clinic,450 Seaview Avenue,,Staten Island,10305,718-226-9000-8911,,40.584023,-74.087798,,1,1,1,,1,,,,,,,1,1,1,,,,
Lenox Hill Hospital,Inpatient Psychiatric Unit,100 East 77th Street,,New York,10075,212-434-2680,http://www.lenoxhillhospital.org/departments.aspx?id=330,40.773881,-73.960774,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Community Counseling and Mediation Inc,Youth and Family Consultation Center,1 Hoyt Street,Floor 7,Brooklyn,11201,718-802-0666,,40.690248,-73.984999,,1,1,1,,1,1,,,1,,1,1,1,1,,,,
South Beach Psychiatric Center,Oceanview Lodge Clinic,777 Seaview Avenue,Building 1 2nd Floor,Staten Island,10305,718-667-2536,,40.582822,-74.078663,,1,1,1,,1,1,1,,1,,,1,1,1,,1,,
Brooklyn Bureau of Community Services,Metro Club PROS,25 Chapel Street,,Brooklyn,11201,718-596-8960,http://www.wearebcs.org,40.697327,-73.986135,,1,1,1,,,,,,,,,1,1,1,,,,
Inst for the Puerto Rican/Hispanic,Elder/Clinic Nueva Esperanza of IPR/HE,37-20 76th Street,,Jackson Heights,11372,718-478-1526,http://www.ipr.org,40.74851,-73.89013,,1,1,1,,1,,,,,,,1,1,1,,,,
Hudson Guild Counseling Service,Hudson Guild Paula B Balser Csl Servs,441 West 26th Street,,New York,10001,212-760-9800-3018,http://www.hudsonguild.org,40.749481,-74.001582,,1,1,1,,1,,,,,,1,1,1,1,1,,,
NYC/HHC Gouverneur Hosp D T Ctr SN,Geriatric Continuing Day Trt Prog,227 Madison Street,5th Floor Ambulatory Care Pavillion,New York,10002,212-238-7386,http://www.nyc.gov/html/hhc/gouverneur/html/home/home.shtml,40.713208,-73.987787,,1,1,1,,1,,,,,,1,1,1,1,,,,
Visiting Nurse Service of New York,Friends Clinic,489-493 East 153rd Street,,Bronx,10455,718-742-7000,,40.81844,-73.913821,,1,,1,,1,1,,,,,1,1,,,1,,,
Saint Barnabas Hospital,Fordham/Tremont South,326 East 149th Street,,Bronx,10451,718-402-6380,http://www.saintbarnabashospital.org,40.816442,-73.920694,,,1,1,,1,1,,,1,,1,1,1,1,1,,,
SUS Mental Health Programs Inc,ACT Program Queens,1125 Fulton Street,3rd Floor,Brooklyn,11238,347-505-0160,http://sus.org,40.681565,-73.956668,,,1,1,,,,1,,1,,,1,1,1,,1,,
Dynamic Youth Community Inc,Community Residence,1830 Coney Island Avenue,,Brooklyn,11230,718-376-7923,http://www.dycinc.org,40.612794,-73.963239,1,,,1,,,,,,,,1,,1,,,,,1
Bridging Access to Care Inc,CD OP,2261 Church Avenue,,Brooklyn,11226,347-505-5182,http://www.bac-ny.org/,40.65089,-73.956803,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
HANAC Inc,HANAC 822/Chem Dependency Program,3114 30th Avenue,,Astoria,11102,(718) 204-1200,http://www.HANAC.org,40.767009,-73.9217,1,,,1,,1,,,,,,,1,1,,1,,,
West Midtown Management Group OTP 1,,311 West 35th Street,3rd and 4th Floors,New York,10001,212-736-5900x106,http://www.westmidtownmedicalgroup.com,40.75312,-73.993567,1,,,1,,,,,,,,,1,1,,,,,
Long Island Jewish Medical Center,Methadone Maintenance Trt Program,7559 263rd Street,Littauer Building 1st Floor,Glen Oaks,11004,718-470-8940,,40.749841,-73.711872,1,,,1,,,,,,,,,1,1,,,,,
HHC/Bellevue Hospital,Opiate Treatment Program,462 1st Avenue and 27th Street,Administration Building 4th Floor,New York,10016,212-562-3201,,40.739418,-73.9767,1,,1,1,,1,,,,1,,,1,1,,1,,,
Odyssey House Inc,Outpatient Services,953 Southern Boulevard,Suite 301,Bronx,10459,718-860-2994,http://www.odysseyhouseinc.org,40.821011,-73.891589,,,,1,,,1,,1,,1,1,1,1,,,,,
Jacobi Medical Center,Comprehensive Addiction Trt Center/OP,1400 Pelham Parkway,Building 1 9 West,Bronx,10461,718-918-4465,,40.854069,-73.846889,1,,1,1,,1,,,,,,,1,1,,1,,,
NYC/HHC Kings County Hospital Center,Kings City Hosp Child/Adoles Clinic,451 Clarkson Avenue,,Brooklyn,11203,718-245-2520,,40.656583,-73.944705,,1,,1,,1,1,,,1,,1,,,,1,,,
NYC/HHC Bellevue Hospital Center,ACT Program,462 First Avenue,Buildings C and D 2nd Floor,New York,10016,212-562-4734,,40.739378,-73.975625,,1,,1,,,1,1,,1,,,1,1,1,1,1,,
Karen Horney Clinic Inc,,329 East 62nd Street,,New York,10065,212-838-4333,http://karenhorneyclinic.org,40.762253,-73.961708,,1,1,1,,1,1,1,,1,,1,1,1,1,,1,,
Interborough Develpomental and,Consultation Ctr/Williamsburg Clinic,819 Grand Street,,Brooklyn,11211,718-388-5176,http://www.interborough.org,40.711981,-73.940661,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Montefiore Medical Center,North Division/Inpatient Psych Unit,600 East 233rd Street,7 South,Bronx,10466,718-920-9826,http://www.montefiore.org,40.893753,-73.861124,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Saint Johns Episcopal Hospital,South Shore Division,521 Beach 20th Street,,Far Rockaway,11691,718-869-8822-225,http://www.ehs.org,40.600232,-73.753904,,1,1,1,,1,1,1,,,,1,1,1,1,,1,,
Hamilton Madison House Inc,Asian American Behavioral Health Servs,253 South Street,,New York,10002,212-720-4520,http://www.hamiltonmadisonhouse.org/,40.71015,-73.990403,,,1,1,,1,,,,,,1,1,1,1,1,,,
Institute for Community Living Inc,Lewis Avenue,44 Lewis Avenue,,Brooklyn,11206,718-452-6714-37001,,40.696385,-73.938032,,,1,1,,1,1,1,,1,,,1,1,1,,1,,1
Jewish Board of Family/Childrens Servs,Coney Island REAL PROS,2928 West 36th Street,,Brooklyn,11224,718-372-3300,http://jbfcs.org,40.574336,-74.001837,,1,1,1,,1,,,,,,,1,1,1,1,,,
Beverley Mack Harry Consulting Svs Inc,Family Access to Counseling Eval Servs,738 Crown Street,Floor 1,Brooklyn,11213,718-363-0100,http://www.bmhtherapy.org/,40.66505,-73.933196,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Morris Heights Health Center,Walton Avenue,25 East 183rd Street,,Bronx,10453,718-839-8900-3333,http://www.mhhc.org,40.858653,-73.902921,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Creedmoor Psychiatric Center,Queens Village Wellness and Recov Ctr,80-45 Winchester Boulevard,Building 73,Queens Village,11427,718-264-3950,http://www.omh.ny.gov/index.html,40.741499,-73.730402,,1,1,1,,1,1,1,,,,,1,1,1,1,1,,
Phoenix House,Prospect Place Community Residence,174 Prospect Place,,Brooklyn,11238,718-789-4616,http://www.phoenixhouse.org,40.677966,-73.971037,1,,1,1,,1,,,,,,,1,1,,1,,,1
New York Therapeutic,Serendipity II,944 Bedford Avenue,,Brooklyn,11205,(718) 802-0572 23,http://www.staynout.org,40.6924980559409,-73.9556900686323,1,,1,1,,1,,,,1,1,,1,1,,,,,1
Samaritan Village Inc,Ed Thompson Veterans Center,130-15 89th Road,,Richmond Hill,11418,718-849-3582-8850,http://www.samaritanvillage.org,40.699896,-73.820517,1,,1,1,,1,,1,,,,,1,1,,1,1,,1
AREBA Casriel Inc,Chemical Dependency Outpt Services,255 West 36th Street,8th Floor,New York,10016,212-378-4545,http://www.acirehab.org,40.746241,-73.975321,1,,,1,,1,1,1,1,1,1,1,,1,,1,1,,
Narco Freedom Inc,Methadone Maintenance Trt Prog (MMTP),561 Court Street,,Brooklyn,11231,718-802-1111,http://www.narcofreedom.com,40.673364,-73.999954,1,,1,1,,,,,,,1,,1,1,,,,,
Bridge Inc/OASAS Program,Outpatient/Intensive Outpatient,248 West 108th Street,,New York,10025,212-663-3000x401,http://www.thebridgeny.org,40.802448,-73.967013,1,,1,1,,1,1,,,1,1,,1,1,,1,,,
New Horizon Counseling Center Inc,Central Avenue Clinic,1622 Central Avenue,,Far Rockaway,11691,718-327-9001,,40.604919,-73.75257,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Ackerman Institute for the Family,,936 Broadway,Floor 2,New York,10010,212-879-4900,http://www.ackerman.org/,40.740341,-73.989195,,1,,1,,1,1,,,1,,1,1,1,1,,,,
Saint Marks Residence,,839 Saint Marks Avenue,,Brooklyn,11213,718-778-2117,,40.6752,-73.944065,,1,1,1,,,1,1,,1,,,1,1,1,1,1,,1
Coalition for Hispanic Family Services,Bonding Links Enlazos Familiares MHC,315 Wyckoff Avenue,Suite 6,Brooklyn,11237,718-497-6090-360,http://www.hispanicfamilyservicesny.org/,40.700101,-73.911859,,1,,1,,,1,,,,,1,,,,,,,
NYC/HHC Woodhull Medical MH Ctr,,760 Broadway,,Brooklyn,11206,718-963-8337,,40.699474,-73.942794,,1,1,1,,1,,,,,,1,1,1,1,1,,1,
Personalized Recovery Oriented Servs,,2384 Atlantic Avenue,,Brooklyn,11233,718-272-6074,,40.675724,-73.90581,,1,1,1,,,1,,,,,,1,1,1,,,,
Ohel Childrens Home Family Servs Inc,Female Residence,5211 Fort Hamilton Parkway,,Brooklyn,11219,718-972-1377,,40.636548,-73.999863,,1,,1,,,,,,,,,1,1,,,,,1
New York Presbyterian Hospital,Morgan Stanley Childrens Hospital,3959 Broadway,6th Floor North Wing Pediatric Psych,New York,10032,212-305-5437,,40.839707,-73.941253,,1,1,1,,1,1,,,,,1,1,,,1,1,,
Steinway Child and Family Services Inc,Mental Health Clinic,22-15 43rd Avenue,,Long Island City,11101,718-389-5100,http://steinway.org,40.750049,-73.943755,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Argus Community Inc,Striver House,202-204 Edgecomb Avenue,,New York,10030,212-690-1900,http://www.arguscommunity.org,40.822512,-73.944052,1,,1,1,,1,,1,,1,,,1,1,,1,1,,1
Counseling Services of NY LLC/CD OP,,911 Walton Avenue,Suite 1-B,Bronx,10452,718-590-1790,http://csofny.com,40.82833,-73.92381,1,,,1,,,1,1,,1,1,,1,1,,,1,,
City Hospital Center at Elmhurst (CHC),Elmhurst Community Residence,8130 Baxter Avenue,,Elmhurst,11373,718-334-4660,,40.7464838711407,-73.8833447049435,,,1,1,,1,,,,,,,1,1,,,,,1
Housing Works Inc,Chemical Dependency OP Services,2640 Pitkin Avenue,,Brooklyn,11208,718-827-8700x4338,http://www.housingworks.org,40.674836,-73.874566,,,1,1,,1,1,,,1,1,,1,1,,1,,,
Metropolitan Hospital Center,Methadone Treatment Program,1900 2nd Avenue,2M29 Psychiatric Pavilion,New York,10029,212-423-6787,http://www.nyc.gov/html/hhc/mhc/html/home/home.shtml,40.786164,-73.945677,1,,1,1,,1,,,,,,,1,1,,,,,
Lesbian and Gay Community Services Ctr,Center CARE Recovery OP,208 West 13th Street,1st Floor,New York,10011,(646) 556-9296,http://www.gaycenter.org,40.738038,-74.001044,1,,,1,,1,1,,,,,,1,1,,1,,,
Samuel Field YM and YWHA,,5820 Little Neck Parkway,,Little Neck,11362,718-225-6750,http://www.sfy.org,40.760885,-73.72329,,1,1,1,,1,,,,,,,,1,1,1,,,
League School,,567 Kingston Avenue,,Brooklyn,11203,718-498-2500,http://league-school.org/,40.65964,-73.941894,,1,,1,,,,,,,,1,1,,,,,,
New York Gracie Square Hospital Inc,Inpatient Unit,420 East 76th Street,2nd-5th Floors,New York,10021,212-988-4400,http://www.nygsh.org,40.769753,-73.952979,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Camelot Counseling Services,Tier II,175-15 Rockaway Boulevard,,Jamaica,11434,718-356-5100,http://www.camelotcounseling.com,40.65794,-73.770465,1,,1,1,,1,,,,,,1,1,1,,1,,,
Park Slope Ctr for Mental Health Inc,Child and Family Center,257 15th Street,Suite A,Brooklyn,11215,718-788-5101,http://parkslopecenter.org,40.665,-73.98763,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Children of Promise NYC,CPNYC Mental Health Unit,600 Lafayette Avenue,4th Floor,Brooklyn,11216,718-483-9290,http://www.cpnyc.org,40.689822,-73.950783,,1,1,1,,1,1,,,1,,1,1,1,,1,,,
Community Counseling Mediation Inc,McMurray Clinic,115 West 31st Street,Floor 5,New York,10001,212-564-6006,,40.748242,-73.989987,,1,1,1,,1,1,,,,,,1,1,1,1,,,
Association to Benefit Children,Childrens Mobile Mental Health Clinic,1841 Park Avenue,,New York,10035,646-459-6165,http://www.a-b-c.org/,40.805641,-73.938107,,1,,1,,,,,,,,1,,,,,,,
Community Healthcare Network,CABS Health Center,94-98 Manhattan Avenue,,Brooklyn,11206,718-486-4564,http://www.chnnyc.org/,40.705637,-73.944396,,,1,1,,1,1,,,1,,,1,1,1,1,,,
Astor Servs for Children and Families,,750 Tilden Street,,Bronx,10467,718-231-3400-222,http://www.astorservices.org,40.876531,-73.862786,,1,,1,,1,,,,,,1,,,,1,,,
Lower Eastside Service Center Inc,Continuing Day Treatment Program,46 East Broadway,2nd Floor,New York,10002,212-343-3563,http://LESC.ORG,40.713815,-73.995871,,1,1,1,,1,,,,,,,1,1,1,,,,
SUS Mental Health Programs Inc,Patchen,53-55 Patchen Avenue,,Brooklyn,11221,718-919-1900,http://www.sus.org,40.690518,-73.927248,,,1,1,,1,1,1,,1,,,1,1,1,1,1,,1
Kingsbrook Jewish Medical Center,Mental Health Clinic,585 Schenectady Avenue,,Brooklyn,11203,718-604-5000,http://www.kingsbrook.org,40.659569,-73.933783,,1,1,1,,1,1,,,,,,1,1,1,1,,1,
Canarsie Aware Inc,Chemical Dep Treatment,1285 Rockaway Avenue,,Brooklyn,11236,718-257-3195,http://www.canarsieaware.org,40.648124,-73.904802,,,1,1,,1,,,,,,,1,1,,1,,,
Argus Community Inc,Elizabeth L Sturz Outpatient Center,760 East 160th Street,,Bronx,10456,718-401-5700,http://www.arguscommunity.org,40.8204445745682,-73.9046207442081,1,,,1,,1,,,,,1,1,1,1,,1,,,
Interfaith Medical Center,Chemical Dependency Outpatient Servs,1545 Atlantic Avenue,3rd Floor,Brooklyn,11213,718-613-4450,http://www.interfaithmedical.com,40.6778951114955,-73.9374944446834,1,,1,1,,1,,,,,,,1,1,,1,,,
Lower Eastside Serv Ctr SuCasa M IR,,7 Gouverneur Slip East,,New York,10002,212-566-3513,http://www.lesc.org,40.710978,-73.983033,1,,,1,,1,,,,,,,1,1,,,,,1
Arms Acres Inc,Outpatient Clinic,80-02 Kew Gardens Road,7th Floor,Kew Gardens,11415,718-520-1513,http://www.armsacres.com,40.713723,-73.831054,1,,1,1,,1,,,,,,1,,1,,1,,,
Kings County Hospital Center,Polydrug Outpatient Program,410 Winthrop Street,R Building 2 South Wing,Brooklyn,11203,718-245-2670,http://www.nyc.gov/html/hhc/kchc/html/about/info.shtml,40.657316,-73.946568,1,,1,1,,1,,,,,1,,1,1,,1,,,
Catholic Charities Neighborhood Servs,CCNS Corona PROS,91-14 37th Avenue,,Jackson Heights,11372,718-779-1831,http://ccbq.org,40.750665,-73.875455,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,
Jewish Board of Family/Childrens Servs,Mid Brooklyn Counseling Center,2020 Coney Island Avenue,,Brooklyn,11223,718-676-4210,http://jbfcs.org,40.608036,-73.962354,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Interborough Developmental and,Consultation Center Inc,1623 Kings Highway,,Brooklyn,11229,718-375-1200,http://www.interborough.org,40.609704,-73.95674,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Saint Vincents Mental Health Services,,66 Boerum Place,,Brooklyn,11201,718-522-6011,,40.689691,-73.990659,,1,1,1,,1,,,,,,1,1,1,1,,,,
Child Center of NY Inc,The Child Center of NY/Flushing Clinic,14015B Sanford Avenue,Floor 2,Flushing,11355,718-358-8288x209,http://www.childcenterny.org,40.758474,-73.822133,,,,1,,1,,,,,,1,1,1,,1,,,
Bronx Psychiatric Center,ACT Team,3050 White Plains Road,2nd Floor,Bronx,10467,718-944-7116,,40.870344,-73.86719,,1,1,1,,1,,,,,,,1,1,1,1,,,
LI Jewish Med Ctr Zucker Hillside,Hospital,7559 263rd Street,,Glen Oaks,11004,718-470-4887,https://www.northshorelij.com/find-care/locations/zucker-hillside-hospital,40.750708,-73.711823,,1,1,1,,1,1,1,,,,1,1,1,1,1,1,1,
Addicts Rehabilitation Center Fund Inc,Addicts Residential Rehabilitation IR,1881 Park Avenue,,New York,10035,646-783-5331x217,http://www.addictsrehabfund.org,40.806955,-73.937196,1,,,1,,1,,,,,1,,1,1,,,,,1
